"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-81.38","48.57","TIMMINS A","6078286","2023-11-08","2023","11","08","","-0.4","","-14.8","","-7.6","","25.6","","0.0","","","M","","M","0.8","","","","16","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-09","2023","11","09","","0.7","","-3.7","","-1.5","","19.5","","0.0","","","M","","M","","M","2","E","29","","38",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-10","2023","11","10","","-1.5","","-4.9","","-3.2","","21.2","","0.0","","","M","","M","","M","","","31","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-11","2023","11","11","","-1.2","","-4.6","","-2.9","","20.9","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-11-12","2023","11","12","","1.4","","-7.0","","-2.8","","20.8","","0.0","","","M","","M","","M","","","15","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-13","2023","11","13","","4.0","","0.2","","2.1","","15.9","","0.0","","","M","","M","1.9","","","","29","","41",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-14","2023","11","14","","3.0","","-0.6","","1.2","","16.8","","0.0","","","M","","M","","M","","","18","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-15","2023","11","15","","10.7","","-2.3","","4.2","","13.8","","0.0","","0.3","","0.0","","0.3","","","","26","","46",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-16","2023","11","16","","12.3","","-3.8","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","","","19","","62",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-17","2023","11","17","","12.3","","-6.5","","2.9","","15.1","","0.0","","","M","","M","","M","","","32","","81",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-18","2023","11","18","","2.4","","-5.0","","-1.3","","19.3","","0.0","","","M","","M","","M","","","30","","44",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-19","2023","11","19","","-4.0","","-13.8","","-8.9","","26.9","","0.0","","","M","","M","","M","","","32","","47",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-20","2023","11","20","","-1.0","","-17.2","","-9.1","","27.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-11-21","2023","11","21","","-2.2","","-8.7","","-5.5","","23.5","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-11-22","2023","11","22","","0.8","","-4.7","","-2.0","","20.0","","0.0","","","M","","M","","M","2","E","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-11-23","2023","11","23","","-2.5","","-15.5","","-9.0","","27.0","","0.0","","","M","2.2","","","M","","","32","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-24","2023","11","24","","-7.0","","-16.4","","-11.7","","29.7","","0.0","","","M","","M","","M","","","28","","41",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-25","2023","11","25","","3.0","","-7.1","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","","","23","","44",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-26","2023","11","26","","-0.5","","-6.6","","-3.6","","21.6","","0.0","","","M","","M","5.1","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-11-27","2023","11","27","","-2.1","","-13.6","","-7.9","","25.9","","0.0","","0.0","","1.0","","1.0","","","","29","","43",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-28","2023","11","28","","-10.4","","-17.4","","-13.9","","31.9","","0.0","","","M","","M","","M","","","30","","53",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-29","2023","11","29","","-0.5","","-17.4","","-9.0","","27.0","","0.0","","","M","","M","","M","","","23","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-30","2023","11","30","","0.3","","-17.0","","-8.4","","26.4","","0.0","","","M","3.2","","","M","","","32","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-01","2023","12","01","","-6.0","","-20.2","","-13.1","","31.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-02","2023","12","02","","-2.7","","-14.0","","-8.4","","26.4","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-03","2023","12","03","","-5.3","","-15.7","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","","","5","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-04","2023","12","04","","-7.1","","-17.9","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-05","2023","12","05","","-6.1","","-13.6","","-9.9","","27.9","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-06","2023","12","06","","-5.4","","-14.8","","-10.1","","28.1","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-07","2023","12","07","","-2.4","","-5.4","","-3.9","","21.9","","0.0","","","M","0.7","","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-08","2023","12","08","","1.2","","-2.7","","-0.8","","18.8","","0.0","","","M","","M","","M","","","12","","38",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-09","2023","12","09","","6.2","","1.0","","3.6","","14.4","","0.0","","","M","","M","","M","","","23","","63",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-10","2023","12","10","","1.3","","-7.4","","-3.1","","21.1","","0.0","","","M","","M","","M","","","31","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-11","2023","12","11","","-5.8","","-11.9","","-8.9","","26.9","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-12","2023","12","12","","-2.6","","-11.0","","-6.8","","24.8","","0.0","","","M","","M","","M","","","30","","55",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-13","2023","12","13","","-7.7","","-17.6","","-12.7","","30.7","","0.0","","","M","","M","","M","","","26","","48",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-14","2023","12","14","","5.8","","-11.6","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","","","25","","47",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-15","2023","12","15","","5.8","","-2.8","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","","","28","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-16","2023","12","16","","1.5","","-8.8","","-3.7","","21.7","","0.0","","","M","","M","","M","","","16","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-17","2023","12","17","","3.2","","1.4","","2.3","","15.7","","0.0","","2.1","","0.0","","2.1","","","","20","","41",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-18","2023","12","18","","2.5","","-12.8","","-5.2","","23.2","","0.0","","","M","","M","","M","","","35","","61",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-19","2023","12","19","","-2.6","","-17.1","","-9.9","","27.9","","0.0","","","M","","M","","M","","","31","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-20","2023","12","20","","-2.7","","-12.9","","-7.8","","25.8","","0.0","","","M","","M","","M","","","33","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-21","2023","12","21","","-8.7","","-14.9","","-11.8","","29.8","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-22","2023","12","22","","-2.3","","-9.4","","-5.9","","23.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-23","2023","12","23","","1.5","","-3.4","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-24","2023","12","24","","2.8","","0.7","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","","","17","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-25","2023","12","25","","3.9","","-0.2","","1.9","","16.1","","0.0","","2.9","","0.0","","2.9","","","","17","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-12-26","2023","12","26","","0.4","","-3.2","","-1.4","","19.4","","0.0","","","M","","M","3.9","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-27","2023","12","27","","0.1","","-2.8","","-1.4","","19.4","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-28","2023","12","28","","0.5","","-2.2","","-0.9","","18.9","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-29","2023","12","29","","-2.0","","-8.5","","-5.3","","23.3","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-30","2023","12","30","","-6.8","","-9.1","","-8.0","","26.0","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-12-31","2023","12","31","","-6.8","","-11.2","","-9.0","","27.0","","0.0","","","M","","M","","M","","","","M","","M"
