"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-81.38","48.57","TIMMINS A","6078286","2023-01-12","2023","01","12","","-7.2","","-14.3","","-10.8","","28.8","","0.0","","0.0","","0.0","T","0.0","T","","","33","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-13","2023","01","13","","-11.3","","-27.6","","-19.5","","37.5","","0.0","","0.0","","0.0","T","0.0","T","","","36","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-14","2023","01","14","","-8.6","","-31.1","","-19.9","","37.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-01-15","2023","01","15","","-0.8","","-13.9","","-7.4","","25.4","","0.0","","0.0","","0.0","","0.0","","","","15","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-16","2023","01","16","","1.6","","-5.0","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","","","16","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-17","2023","01","17","","-0.8","","-4.0","","-2.4","","20.4","","0.0","","0.0","","1.9","","1.9","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-01-18","2023","01","18","","-2.2","","-10.8","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","","","35","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-19","2023","01","19","","-10.8","","-14.0","","-12.4","","30.4","","0.0","","0.0","","0.0","T","0.0","T","","","3","","31",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-20","2023","01","20","","-8.9","","-17.1","","-13.0","","31.0","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-01-21","2023","01","21","","-5.1","","-18.4","","-11.8","","29.8","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-01-22","2023","01","22","","-3.4","","-5.9","","-4.7","","22.7","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-01-23","2023","01","23","","-1.2","","-6.2","","-3.7","","21.7","","0.0","","0.0","","2.4","","2.4","","","","36","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-24","2023","01","24","","-5.9","","-18.1","","-12.0","","30.0","","0.0","","0.0","","3.4","","3.0","","","","34","","46",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-25","2023","01","25","","-7.6","","-15.7","","-11.7","","29.7","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-01-26","2023","01","26","","-10.9","","-27.1","","-19.0","","37.0","","0.0","","0.0","","0.0","T","0.0","T","","","33","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-27","2023","01","27","","-3.4","","-29.1","","-16.3","","34.3","","0.0","","0.0","","0.0","T","0.0","T","","","29","","57",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-28","2023","01","28","","-5.7","","-30.4","","-18.1","","36.1","","0.0","","0.0","","0.0","T","0.0","T","","","30","","57",""
"-81.38","48.57","TIMMINS A","6078286","2023-01-29","2023","01","29","","-14.3","","-32.6","","-23.5","","41.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-01-30","2023","01","30","","-16.1","","-30.6","","-23.4","","41.4","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-01-31","2023","01","31","","-7.2","","-34.2","","-20.7","","38.7","","0.0","","0.0","","0.0","T","0.0","T","","","27","","48",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-01","2023","02","01","","-10.6","","-19.2","","-14.9","","32.9","","0.0","","0.0","","0.0","T","0.0","T","","","27","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-02","2023","02","02","","-14.4","","-30.8","","-22.6","","40.6","","0.0","","0.0","","0.0","T","0.0","T","","","32","","55",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-03","2023","02","03","","-27.7","","-35.5","","-31.6","","49.6","","0.0","","0.0","","0.0","T","0.0","T","","","29","","49",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-04","2023","02","04","","-8.7","","-34.1","","-21.4","","39.4","","0.0","","0.0","","0.0","T","0.0","T","","","18","","41",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-05","2023","02","05","","-10.8","","-21.8","","-16.3","","34.3","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-02-06","2023","02","06","","-5.7","","-27.5","","-16.6","","34.6","","0.0","","0.0","","0.0","T","0.0","T","","","17","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-07","2023","02","07","","0.5","","-9.1","","-4.3","","22.3","","0.0","","0.0","","2.4","","1.8","","","","16","","49",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-08","2023","02","08","","-0.4","","-10.5","","-5.5","","23.5","","0.0","","0.0","","0.0","T","0.0","T","","","25","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-09","2023","02","09","","-2.8","","-11.0","","-6.9","","24.9","","0.0","","0.0","","0.0","T","0.0","T","","","1","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-10","2023","02","10","","-4.8","","-21.1","","-13.0","","31.0","","0.0","","0.0","","0.9","","0.9","","","","33","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-11","2023","02","11","","2.9","","-22.0","","-9.6","","27.6","","0.0","","0.0","","0.0","T","0.0","T","","","26","","55",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-12","2023","02","12","","-0.6","","-4.9","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","T","","","17","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-13","2023","02","13","","2.0","","-7.0","","-2.5","","20.5","","0.0","","0.0","","0.0","T","0.0","T","","","32","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-14","2023","02","14","","8.7","","-9.9","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","","","19","","50",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-15","2023","02","15","","4.5","","-17.2","","-6.4","","24.4","","0.0","","5.3","","0.9","","6.2","","","","31","","53",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-16","2023","02","16","","-12.3","","-21.6","","-17.0","","35.0","","0.0","","0.0","","0.0","T","0.0","T","","","32","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-17","2023","02","17","","-10.2","","-26.3","","-18.3","","36.3","","0.0","","0.0","","0.0","T","0.0","T","","","20","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-18","2023","02","18","","-4.1","","-15.4","","-9.8","","27.8","","0.0","","0.0","","1.5","","1.5","","","","27","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-19","2023","02","19","","2.0","","-18.0","","-8.0","","26.0","","0.0","","0.0","","0.3","","0.3","","","","33","","62",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-20","2023","02","20","","-14.2","","-21.8","","-18.0","","36.0","","0.0","","0.0","","0.0","T","0.0","T","","","34","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-21","2023","02","21","","-12.0","","-27.2","","-19.6","","37.6","","0.0","","0.0","","0.7","","0.7","","","","32","","38",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-22","2023","02","22","","-15.5","","-28.4","","-22.0","","40.0","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-02-23","2023","02","23","","-18.7","","-24.8","","-21.8","","39.8","","0.0","","0.0","","0.0","T","0.0","T","","","1","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-24","2023","02","24","","-13.7","","-28.2","","-21.0","","39.0","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-02-25","2023","02","25","","-7.7","","-26.5","","-17.1","","35.1","","0.0","","0.0","","0.7","","0.7","","","","19","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-26","2023","02","26","","-8.0","","-21.7","","-14.9","","32.9","","0.0","","0.0","","1.5","","1.5","","2","","31","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-27","2023","02","27","","-8.4","","-24.4","","-16.4","","34.4","","0.0","","0.0","","0.0","","0.0","","","","14","","31",""
"-81.38","48.57","TIMMINS A","6078286","2023-02-28","2023","02","28","","","M","","M","","M","","M","","M","0.0","","4.7","","4.7","","","","28","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-01","2023","03","01","","-0.4","","-16.8","","-8.6","","26.6","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-03-02","2023","03","02","","-7.3","","-23.1","","-15.2","","33.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-03-03","2023","03","03","","-0.1","","-25.0","","-12.6","","30.6","","0.0","","0.0","","0.0","","0.0","","","","18","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-04","2023","03","04","","5.0","","-14.5","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-03-05","2023","03","05","","3.9","","-10.3","","-3.2","","21.2","","0.0","","0.0","","0.0","T","0.0","T","","","33","","31",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-06","2023","03","06","","1.6","","-14.2","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","","","3","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-07","2023","03","07","","0.4","","-14.1","","-6.9","","24.9","","0.0","","0.0","","0.0","","0.0","","","","35","","59",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-08","2023","03","08","","-1.1","","-14.4","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","","","31","","38",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-09","2023","03","09","","-4.7","","-14.6","","-9.7","","27.7","","0.0","","0.0","","0.0","T","0.0","T","","","2","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-10","2023","03","10","","-3.3","","-15.4","","-9.4","","27.4","","0.0","","0.0","","0.0","T","0.0","T","","","2","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-11","2023","03","11","","-5.9","","-17.6","","-11.8","","29.8","","0.0","","0.0","","0.0","T","0.0","T","","","1","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-12","2023","03","12","","-9.6","","-16.8","","-13.2","","31.2","","0.0","","0.0","","0.4","","0.4","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-03-13","2023","03","13","","-7.5","","-15.9","","-11.7","","29.7","","0.0","","0.0","","0.0","T","0.0","T","","","36","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-14","2023","03","14","","-2.8","","-18.6","","-10.7","","28.7","","0.0","","0.0","","0.0","T","0.0","T","","","32","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-15","2023","03","15","","3.2","","-21.7","","-9.3","","27.3","","0.0","","0.0","","0.0","","0.0","","","","19","","38",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-16","2023","03","16","","3.1","","-2.8","","0.2","","17.8","","0.0","","0.0","","2.9","","2.9","","","","7","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-17","2023","03","17","","-1.4","","-10.7","","-6.1","","24.1","","0.0","","0.0","","11.5","","11.5","","","","3","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-18","2023","03","18","","-10.2","","-17.9","","-14.1","","32.1","","0.0","","0.0","","0.2","","0.2","","","","29","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-19","2023","03","19","","-4.6","","-18.0","","-11.3","","29.3","","0.0","","0.0","","0.3","","0.3","","","","27","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-20","2023","03","20","","-4.7","","-20.1","","-12.4","","30.4","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-03-21","2023","03","21","","-4.6","","-28.2","","-16.4","","34.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-03-22","2023","03","22","","0.8","","-17.9","","-8.6","","26.6","","0.0","","0.0","","1.2","","1.2","","","","12","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-23","2023","03","23","","1.4","","-11.1","","-4.9","","22.9","","0.0","","0.0","","0.0","T","0.0","T","","","29","","48",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-24","2023","03","24","","2.4","","-18.7","","-8.2","","26.2","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-03-25","2023","03","25","","2.4","","-13.8","","-5.7","","23.7","","0.0","","0.0","","5.5","","5.5","","","","11","","50",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-26","2023","03","26","","3.4","","-7.4","","-2.0","","20.0","","0.0","","0.0","","0.5","","0.5","","","","31","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-27","2023","03","27","","-2.1","","-9.3","","-5.7","","23.7","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-03-28","2023","03","28","","1.8","","-14.4","","-6.3","","24.3","","0.0","","0.0","","0.5","","0.5","","","","28","","46",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-29","2023","03","29","","-6.2","","-14.4","","-10.3","","28.3","","0.0","","0.0","","7.0","E","2.9","","","","33","","46",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-30","2023","03","30","","1.6","","-21.7","","-10.1","","28.1","","0.0","","0.0","","0.0","T","0.0","T","","","26","","48",""
"-81.38","48.57","TIMMINS A","6078286","2023-03-31","2023","03","31","","0.6","","-11.8","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","","","3","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-01","2023","04","01","","-3.3","","-16.7","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","","","33","","55",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-02","2023","04","02","","5.8","","-17.7","","-6.0","","24.0","","0.0","","0.0","","0.4","","0.4","","","","28","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-03","2023","04","03","","0.6","","-12.2","","-5.8","","23.8","","0.0","","0.0","","9.7","","9.7","","","","32","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-04","2023","04","04","","-3.2","","-20.5","","-11.9","","29.9","","0.0","","0.0","","0.0","T","0.0","T","","","8","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-05","2023","04","05","","0.4","","-8.7","","-4.2","","22.2","","0.0","","0.0","","2.8","","2.8","","","","10","","58",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-06","2023","04","06","","1.1","","-8.0","","-3.5","","21.5","","0.0","","0.2","","0.2","E","0.4","","","","24","","62",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-07","2023","04","07","","0.1","","-13.5","","-6.7","","24.7","","0.0","","0.0","","0.0","T","0.0","T","","","33","","44",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-08","2023","04","08","","5.6","","-17.9","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","","","29","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-09","2023","04","09","","11.4","","-10.6","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","22","","43",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-10","2023","04","10","","17.3","","4.0","","10.7","","7.3","","0.0","","0.0","T","0.0","","0.0","T","","","23","","48",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-11","2023","04","11","","15.0","","3.7","","9.4","","8.6","","0.0","","0.0","T","0.0","","0.0","T","","","31","","63",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-12","2023","04","12","","18.1","","0.4","","9.3","","8.7","","0.0","","0.0","T","0.0","","0.0","T","","","13","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-13","2023","04","13","","18.7","","3.0","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","36","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-14","2023","04","14","","18.2","","0.4","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","9","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-15","2023","04","15","","27.6","","1.7","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-04-16","2023","04","16","","26.4","","3.1","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-04-17","2023","04","17","","","M","","M","","M","","M","","M","14.8","","0.0","","14.8","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-04-18","2023","04","18","","-1.9","","-6.5","","-4.2","","22.2","","0.0","","0.5","","0.0","","0.5","","","","31","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-19","2023","04","19","","4.1","","-6.2","","-1.1","","19.1","","0.0","","0.4","","0.0","","0.4","","","","30","","46",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-20","2023","04","20","","8.1","","-6.5","","0.8","","17.2","","0.0","","0.4","","0.0","","0.4","","","","13","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-21","2023","04","21","","3.7","","-2.0","","0.9","","17.1","","0.0","","6.2","","0.0","","6.2","","","","9","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-22","2023","04","22","","6.7","","-2.5","","2.1","","15.9","","0.0","","5.6","","0.0","","5.6","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-04-23","2023","04","23","","4.1","","-1.9","","1.1","","16.9","","0.0","","3.3","","0.0","","3.3","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-04-24","2023","04","24","","3.6","","-2.7","","0.5","","17.5","","0.0","","0.2","","0.0","","0.2","","","","36","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-25","2023","04","25","","0.4","","-2.7","","-1.2","","19.2","","0.0","","6.2","","0.0","","6.2","","","","32","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-26","2023","04","26","","3.6","","-2.7","","0.5","","17.5","","0.0","","1.1","","0.0","","1.1","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-04-27","2023","04","27","","8.2","","-1.9","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","18","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-28","2023","04","28","","14.5","","-0.6","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-04-29","2023","04","29","","9.3","","1.6","","5.5","","12.5","","0.0","","13.2","","0.0","","13.2","","","","10","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-04-30","2023","04","30","","","M","","M","","M","","M","","M","13.9","","0.0","","13.9","","","","6","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-01","2023","05","01","","","M","","M","","M","","M","","M","25.4","","0.0","","25.4","","","","32","","47",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-02","2023","05","02","","11.7","","0.3","","6.0","","12.0","","0.0","","7.1","","0.0","","7.1","","","","4","","45",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-03","2023","05","03","","11.3","","1.9","","6.6","","11.4","","0.0","","0.6","","0.0","","0.6","","","","36","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-04","2023","05","04","","12.6","","3.2","","7.9","","10.1","","0.0","","0.2","","0.0","","0.2","","","","6","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-05","2023","05","05","","16.6","","2.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","9","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-06","2023","05","06","","19.3","","-0.6","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-05-07","2023","05","07","","19.1","","4.1","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","1","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-08","2023","05","08","","15.6","","-2.1","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","","","4","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-09","2023","05","09","","18.9","","-2.4","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","32","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-10","2023","05","10","","23.8","","-0.2","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","","","34","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-11","2023","05","11","","24.4","","2.0","","13.2","","4.8","","0.0","","3.3","","0.0","","3.3","","","","34","","55",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-12","2023","05","12","","20.5","","7.0","","13.8","","4.2","","0.0","","0.6","","0.0","","0.6","","","","30","","46",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-13","2023","05","13","","15.8","","1.7","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","","","34","","46",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-14","2023","05","14","","19.9","","-3.2","","8.4","","9.6","","0.0","","0.0","","0.0","","0.0","","","","34","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-15","2023","05","15","","24.0","","6.7","","15.4","","2.6","","0.0","","2.8","","0.0","","2.8","","","","30","","51",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-16","2023","05","16","","6.7","","-2.1","","2.3","","15.7","","0.0","","9.7","","0.0","","9.7","","","","35","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-17","2023","05","17","","5.7","","-3.5","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-05-18","2023","05","18","","18.0","","-2.4","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","17","","48",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-19","2023","05","19","","10.1","","6.7","","8.4","","9.6","","0.0","","4.7","","0.0","","4.7","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-05-20","2023","05","20","","22.0","","6.0","","14.0","","4.0","","0.0","","0.5","","0.0","","0.5","","","","2","","38",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-21","2023","05","21","","12.7","","-0.1","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","1","","54",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-22","2023","05","22","","20.8","","-2.0","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","","","18","","43",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-23","2023","05","23","","21.6","","2.8","","12.2","","5.8","","0.0","","5.1","","0.0","","5.1","","","","25","","48",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-24","2023","05","24","","12.0","","-1.7","","5.2","","12.8","","0.0","","0.2","","0.0","","0.2","","","","1","","38",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-25","2023","05","25","","19.1","","-3.6","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-05-26","2023","05","26","","26.6","","0.2","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","24","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-27","2023","05","27","","30.1","","10.0","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","20","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-28","2023","05","28","","26.3","","7.3","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-05-29","2023","05","29","","29.7","","10.7","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-05-30","2023","05","30","","32.2","","9.9","","21.1","","0.0","","3.1","","0.0","","0.0","","0.0","","","","19","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-05-31","2023","05","31","","32.5","","13.6","","23.1","","0.0","","5.1","","0.0","","0.0","","0.0","","","","20","","41",""
